lat,lon,timestep,count
47.645139,-122.140496,1,1
47.646087,-122.13532,1,1
47.649962,-122.139136,1,1
47.646865,-122.13973,1,1
47.642062,-122.139755,1,1
47.643549,-122.143267,1,1
47.641573,-122.148067,1,1
47.647907,-122.141739,1,1
47.642579,-122.145768,1,1
47.643844,-122.139233,1,1
47.6447,-122.142271,1,1
47.650653,-122.142663,1,1
47.648186,-122.137471,1,1
47.650138,-122.141904,1,1
47.644845,-122.150534,1,1
47.649881,-122.139546,1,1
47.650338,-122.131198,1,1
47.642667,-122.139778,1,2
47.651064,-122.145191,1,1
47.648522,-122.143053,1,1
47.647118,-122.144526,1,1
47.648189,-122.138866,1,1
47.645531,-122.139856,1,7
47.650402,-122.135434,1,1
47.653959,-122.134004,1,1
47.648127,-122.143072,1,1
47.649922,-122.146349,1,1
47.6486,-122.147786,1,1
47.65589,-122.132782,1,1
47.656319,-122.138911,1,1
47.658352,-122.123175,1,1
47.660202,-122.117523,1,2
47.665918,-122.129092,1,1
47.671492,-122.126607,1,1
47.674381,-122.129811,1,1
47.668904,-122.125769,1,1
47.669333,-122.167738,1,1
47.669403,-122.127171,1,1
47.674912,-122.167982,1,1
47.678158,-122.132614,1,1
47.675667,-122.203899,1,1
47.672791,-122.208404,1,1
47.677454,-122.202206,1,1
47.676671,-122.175495,1,1
47.680044,-122.104293,1,1
47.685036,-122.101471,1,3
47.681323,-122.099996,1,5
47.683273,-122.105854,1,1
47.690796,-122.094582,1,1
47.687485,-122.150054,1,1
47.690713,-122.150114,1,1
47.692081,-122.338875,1,1
47.687864,-122.333509,1,1
47.69429,-122.341128,1,1
47.694184,-122.116353,1,1
47.691715,-122.122949,1,1
47.693553,-122.150699,1,1
47.688877,-122.347044,1,3
47.696686,-122.347793,1,1
47.698894,-122.119822,1,1
47.69522,-122.119752,1,1
47.689283,-122.118517,1,1
47.69728,-122.124229,1,1
47.690227,-122.121521,1,1
47.691648,-122.116561,1,1
47.726046,-122.169441,1,1
47.722945,-122.17124,1,3
47.75146,-122.169669,1,1
